,date,aave,aave_priceChange,bal,bal_priceChange,link,link_priceChange,crv,crv_priceChange,dai,dai_priceChange,gno,gno_priceChange,rai,rai_priceChange,grt,grt_priceChange,uni,uni_priceChange,yfi,yfi_priceChange
365,2021-04-03,392.23123,,61.25265,,30.328398,,3.0179675,,1.025282,,173.41678,,3.097569,,2.6718833,,30.443176,,39324.875,
364,2021-04-04,399.2893,1.017994666054511,56.607018,0.9241562283427737,30.6597,1.0109238212977818,2.9882536,0.9901543340012774,0.9825802,0.9583511658255972,167.11281,0.9636484427862172,3.0084686,0.9712353784532322,2.5408998,0.9509770879588939,29.7956,0.9787283692082587,35800.516,0.9103783800965675
363,2021-04-05,392.34274,0.9826026893282639,59.253372,1.046749574407894,32.09666,1.0468680385000506,3.2678003,1.0935485194429282,0.9910542,1.0086242324036245,171.30447,1.0250828168109913,3.047913,1.0131111223829958,3.5071206,1.3802671793669312,30.492973,1.023405234329901,37762.64,1.0548071430031902
362,2021-04-06,388.20395,0.9894510855483143,59.490387,1.0040000255175352,35.162487,1.0955185679756085,3.2018697,0.9798241648977142,1.0138668,1.0230185190678773,173.96533,1.0155329280082417,3.116941,1.0226476280654992,3.5711355,1.018252836814337,31.702991,1.0396818637526752,38654.594,1.0236200117364675
361,2021-04-07,361.72836,0.9317997923514173,57.702667,0.9699494306533928,32.30586,0.9187592447599058,2.9780092,0.9300844440983965,1.0298736,1.0157878727264764,166.79291,0.9587709804016697,3.0716887,0.9854818233646386,3.751978,1.0506400555229563,29.568062,0.9326584359185542,41790.566,1.081128054274739
360,2021-04-08,358.38354,0.9907532270900739,50.504917,0.875261398229652,31.694515,0.9810763434250008,2.9195511,0.9803700740749896,0.9702493,0.9421052253402749,161.58405,0.9687704951007808,2.9927156,0.9742900053641502,3.514576,0.9367261748336477,29.206104,0.9877584807553501,44149.32,1.056442260198151
359,2021-04-09,358.73648,1.0009848108537573,53.94294,1.0680730353442616,31.584784,0.9965378552093319,2.9671545,1.0163050408674128,0.9683741,0.9980673008473183,167.05835,1.0338789626822698,3.0335958,1.0136599013952412,3.5867147,1.0205255769116957,29.484356,1.0095271865086832,47349.445,1.0724841288608749
358,2021-04-10,358.2195,0.998558886456153,51.767105,0.9596641376980936,31.03931,0.9827298486511733,2.872758,0.9681861864624846,0.9822041,1.0142816706890447,170.5604,1.0209630347719822,3.0016062,0.9894548904636536,3.5397725,0.9869122012966351,28.97813,0.982830691638644,45812.695,0.9675444981456488
357,2021-04-11,367.35458,1.0255013476374124,50.771015,0.980758244062518,32.696648,1.0533948080675763,2.9593832,1.030154019238655,1.0010562,1.0191936686071663,174.72058,1.0243912420468058,3.0393796,1.0125843956479035,3.6929312,1.0432679501295634,36.742203,1.2679287103757213,44968.13,0.9815648260815042
356,2021-04-12,396.4254,1.0791355861141028,51.516014,1.014673707035402,33.170376,1.0144885799914412,3.0311947,1.024265698338762,1.0012001,1.0001437481731794,174.71931,0.9999927312512356,3.0303228,0.9970201813554318,2.6910627,0.7287064270246897,36.860237,1.0032124910964102,45210.605,1.0053921521753297
355,2021-04-13,376.778,0.950438594499747,51.545967,1.0005814308537146,33.69336,1.0157665984853472,2.9590054,0.9761845387232962,0.94719315,0.9460577860509604,174.34407,0.9978523266832955,2.9243307,0.9650228351910233,1.9489053,0.7242140066078728,33.510628,0.9091267644318185,43164.92,0.954752098539712
354,2021-04-14,433.13327,1.1495715514175455,54.38205,1.055020463579624,41.71393,1.2380460126268202,3.2144368,1.0863233977200581,1.0121408,1.0685685385288102,192.21136,1.1024829235660267,3.1078036,1.0627401340074158,2.0757785,1.065099725471525,36.453594,1.0878218695274826,45080.656,1.0443817803901874
